customer_id,first_name,last_name,date_of_birth,gender,email,phone_number,address,city,country,occupation,income_bracket,customer_since
284a0aa3-a452-4eb5-aabf-612f30172ac3,Kayla,Lewis,1977-11-18,Other,matthewlutz@example.org,876-610-3698x19767,"414 Ronald Flats, East Rebecca, NH 11563",Lake Jacksonside,Guam,Teacher,high,2020-06-23
8d62bd73-df83-4340-b29f-58b4780ac6f2,Matthew,Lewis,2006-07-23,Male,jeffrey18@example.net,(599)732-9620,"9098 Fisher Valley, Dickersonmouth, AS 60937",Williamville,Montenegro,Teacher,high,2022-06-16
266702bd-e396-4bdd-a1e6-66fa2fe67977,Norma,Barajas,1996-04-23,Female,patriciawright@example.com,584.466.1099,"6523 Todd Corners Suite 511, New Amanda, MS 03000",Port Pamelafurt,Norway,Doctor,low,2023-06-14
a07d50ed-46a2-42a2-9cd6-e6007f8b62cd,Garrett,Elliott,1948-08-23,Male,johnsonkatelyn@example.org,454.724.0710x17007,"250 Jeffrey Spur Suite 859, New Chadfurt, CA 51054",Aprilburgh,Czech Republic,Engineer,middle,2022-01-20
4a90381c-7fb4-4b75-a17b-3a16196556ee,Colin,Jimenez,1960-01-06,Other,steve63@example.net,257-388-4876x560,"0625 Atkins Vista Suite 320, Lake Adam, MI 17690",North Ashley,Saint Pierre and Miquelon,Engineer,high,2024-01-18
fe37bf3a-1b9b-42a4-9c7d-138befa93d8c,Tasha,Duarte,1998-12-05,Male,williamsluke@example.org,(943)359-4136,"5148 Robertson Land Apt. 367, New Markside, MD 77011",Patrickborough,Wallis and Futuna,Engineer,high,2022-12-16
b61ad138-833e-4c0a-8e05-9afd2a1f96e9,Francisco,Monroe,1981-12-23,Female,perkinsstephanie@example.net,443-566-0512x711,"9829 Christopher Point, New Douglasshire, DC 19662",Port Matthewborough,Jordan,Teacher,low,2021-01-15
f7037806-eca7-414a-ba00-292fc93d1770,Sarah,Meyer,1985-07-04,Other,chad26@example.net,+1-728-951-1797x6775,"1102 Li Drive, Knighttown, NV 66642",Deannaport,Holy See (Vatican City State),Teacher,middle,2023-12-11
e7dffe7a-d7f9-4102-9615-e100b383e115,David,Garcia,1968-06-29,Other,kristiterry@example.net,292-470-9687,"901 April Throughway, West Micheletown, SD 31463",Karenland,Antigua and Barbuda,Doctor,middle,2020-02-03
8635b109-0102-4620-9b7d-21fa9ac40d03,Kevin,Wagner,1953-01-17,Female,johnsonbrandon@example.net,573-248-6026,"PSC 6080, Box 8154, APO AA 26096",Christopherfurt,Palau,Teacher,high,2021-05-17
670ec9ca-d99b-4a3d-8f9d-8aaceef49452,Cynthia,Moore,1945-11-08,Female,ithompson@example.net,502.239.1584x011,"944 Jessica Summit Apt. 455, Port Jonathan, MA 04052",North Patrickhaven,Central African Republic,Artist,middle,2022-01-31
f7f23751-682b-41c6-b902-853e4e65b939,Hannah,Lee,1978-02-25,Female,carterdouglas@example.com,8784848491,"722 Cristina Lakes, New Johnberg, MA 83933",New Robert,American Samoa,Lawyer,high,2022-05-15
11ed25fd-0376-4f46-bd90-441bb4d92c95,Jason,Wilson,1949-01-21,Other,djacobs@example.com,305.375.0847,"Unit 0298 Box 5613, DPO AP 59068",Lake Michele,Northern Mariana Islands,Lawyer,middle,2023-09-05
2341783e-af07-4e71-be22-287b836227b7,Candace,Hall,1946-07-31,Female,eddiepatterson@example.net,+1-794-780-8495x298,"17902 Alisha Bridge, Danielberg, IN 16067",Novakside,Senegal,Lawyer,middle,2020-04-05
9a1f6de7-2aa1-4857-b9c6-7d4714687ec7,Rebecca,Thomas,2003-04-17,Female,brandy91@example.org,614-626-7660x14833,"9270 Erik Crest Suite 517, Meyerfort, MA 19093",South Kirsten,Finland,Doctor,low,2020-03-01
031581df-4b06-49fe-9678-839daad22db0,Kurt,Jones,1952-01-24,Female,cynthia09@example.org,831-394-3514x133,"48785 Ferrell Parkways, Owenmouth, WV 30738",Duncanfurt,Swaziland,Doctor,middle,2021-11-14
bd15ed26-8db4-454d-ba90-f43ed2247ea3,Alicia,Walls,1984-11-08,Female,gonzalezrobert@example.net,798.636.9295,"4155 Michael Streets, South Michelle, MH 00608",West Karlamouth,Cyprus,Teacher,middle,2024-05-19
9563244a-8c15-4598-902a-66341293297d,Harold,Rocha,1994-04-06,Male,judyoneill@example.org,564.662.6279x71860,"48733 Harris Crescent, Port Renee, MH 53293",Kerrstad,Slovenia,Artist,middle,2021-01-14
ee343f23-4ebe-459d-96b9-4122e4ba0536,Paul,Dixon,1953-01-20,Female,bryanthompson@example.com,571.879.5327,"USNV Alvarez, FPO AE 56774",South Samanthafort,Belgium,Teacher,middle,2021-09-08
3da06c59-07ba-4008-bfd0-0827c915300b,Marie,Figueroa,1948-01-09,Female,tuckerbradley@example.net,+1-553-544-3121x791,"027 Davis Coves, South Shawn, OH 67095",New Mariochester,Romania,Teacher,low,2020-08-09
c801cafd-f5d3-4f29-86d7-2cbaadeb443a,Jeffrey,Carrillo,1958-05-29,Female,mcneilfrances@example.org,268.272.0264,"049 Davis Gardens Apt. 269, West Brenda, MS 30799",Brownside,Mozambique,Doctor,high,2021-06-11
33352c69-ffeb-42fb-90af-edb5da05bfa4,Savannah,Herrera,1956-02-24,Female,ygibson@example.net,(259)683-5216x9117,"24565 Laura Canyon, Taylorshire, UT 15812",Fullerstad,Timor-Leste,Doctor,high,2023-03-13
b7fd85e5-e627-4094-b324-6a1e16e8c212,Bryan,Acevedo,1996-07-14,Other,kbailey@example.net,001-376-921-9368,"35637 Antonio Oval Suite 016, West Angelahaven, WI 91893",Angelatown,Dominican Republic,Engineer,low,2024-02-17
3ccbfd38-9370-4a62-941f-4b261d2f8355,Tamara,Peters,1983-06-17,Male,todd45@example.org,+1-679-435-4719,"Unit 1861 Box 6732, DPO AE 28194",New Ryan,Burkina Faso,Artist,high,2024-05-25
6f0603c8-2590-490b-a398-867ca30a56a7,Gilbert,Parks,1957-06-21,Other,vchristensen@example.org,+1-924-875-7604x663,"54159 Bryant Greens, Burtonmouth, ME 18898",East Alexandra,United States Virgin Islands,Artist,middle,2020-12-18
0f18f3c3-c494-4503-bfa2-ae9c3a8493a8,Alyssa,Hall,1971-09-29,Male,leechristian@example.org,(745)562-7266,"22004 Baldwin Track Apt. 591, East Gerald, GU 61213",New Brittany,Costa Rica,Teacher,high,2023-10-02
91018909-f8c7-4b43-888b-2c6e9e8e8e19,Mary,Parrish,1978-02-18,Male,marshalljohn@example.net,+1-206-976-6585x6737,"7203 Scott Mall, Obrienport, AR 30816",South Courtneyside,French Polynesia,Engineer,low,2022-09-18
e8781bc3-fb06-4ab4-ad29-e9279babe7c2,Brittany,James,1981-05-04,Other,martinezjessica@example.net,(857)876-1777,"344 Steven Forge, Lake Markfurt, FM 48402",North Tina,Saint Kitts and Nevis,Doctor,low,2022-03-21
af8dbc95-4d78-48ac-8c7e-a27cf4552e3c,Sue,Jensen,1973-09-25,Female,laratiffany@example.com,(670)634-3984,"951 William Shoal Suite 795, Mcbridefurt, WV 79106",Ivanmouth,Christmas Island,Doctor,middle,2021-02-25
4edc73b9-a0d4-4276-8c7a-6b892c620784,Steven,Garcia,1972-03-19,Female,pamela41@example.org,501.349.8652x21709,"91049 Jeffery Landing, East Kenneth, DE 78493",Andrewborough,Italy,Teacher,low,2021-12-09
13c639f0-66ee-493e-98b9-32d49acb8359,Richard,Adkins,2001-05-10,Female,millercourtney@example.org,9148745529,"142 Johnson Center Suite 623, Lake Davidbury, NE 85194",Port Julie,Saint Kitts and Nevis,Lawyer,low,2022-11-01
41cb877c-9813-44fd-bec9-ed7fba675137,Ronald,Smith,1966-05-30,Female,browncynthia@example.org,001-356-958-2083,"PSC 2580, Box 4074, APO AA 96991",East Michaelmouth,Nigeria,Teacher,middle,2020-09-07
b90cbac4-f99a-4e09-b218-8a899eccc382,Beth,Cole,1953-12-27,Female,millertodd@example.org,653.571.0851x5873,"509 Simmons Views, South Douglasmouth, VI 61883",South Martinview,India,Doctor,high,2021-02-19
70604924-8846-47fe-876c-fb76a88ee596,Kayla,Harris,1990-03-05,Female,sanchezjennifer@example.com,690-918-1871,"879 Richard Wall, Flemingtown, NH 19417",West Theresa,Eritrea,Lawyer,middle,2024-03-25
27d5d168-0a16-4f6f-a874-bfaeb589824f,Dawn,Lucas,1956-02-13,Male,karenmurray@example.com,+1-456-481-9551x40221,"57410 Stein River Suite 953, New Brian, IN 92919",Rossport,Turks and Caicos Islands,Artist,high,2024-06-03
0e77988f-9a6a-4afb-b086-b815370f153b,Brooke,Stein,1985-05-24,Male,nicholas48@example.org,(772)832-6040x60795,"USNV Fletcher, FPO AE 12620",Justinborough,Uzbekistan,Engineer,low,2022-01-27
19c57c62-8485-46c2-83ee-93c93f525f4d,Stephanie,Keith,1980-07-24,Female,robertcombs@example.org,531.991.5239x47008,"00643 Rowe Villages Suite 538, South Kristyside, IN 72623",Willistown,Saint Barthelemy,Engineer,high,2022-05-17
a8610643-520d-40e3-9b0a-b3b1452b6ad8,Harold,Matthews,1949-03-20,Other,jill33@example.org,458.311.1869x2644,"7386 Justin Loop Suite 507, Perryside, MD 79270",Port Elizabeth,Rwanda,Artist,high,2020-09-19
1884d518-355e-4317-b808-302e9b991bc8,Matthew,Lewis,1960-10-20,Male,frankjoseph@example.org,001-629-496-0561x718,"522 Shawn Camp Apt. 444, Garzaberg, TX 32561",Sharonburgh,Algeria,Doctor,middle,2020-11-11
974164ba-22df-4f85-884e-9c0f4e7254a5,Stacy,Coleman,1980-01-01,Male,tmorales@example.org,(813)791-8833x1197,"0724 Johnson Mount, Jessicatown, GA 70966",Port Tammy,United States of America,Doctor,middle,2024-05-02
1bb65cfb-8abe-4a12-b0d8-4ff970837c73,Elizabeth,Turner,1993-09-22,Male,kristen03@example.net,(864)245-1432x09808,"0445 Phillips Spring, Shepherdbury, IA 26161",South Jamesmouth,Cayman Islands,Teacher,middle,2022-01-05
fce19e59-55a5-4e15-a7c2-bac0ceab55d1,William,Wright,1959-03-30,Female,ztaylor@example.net,251.517.8248x470,"USCGC Hartman, FPO AE 76401",East William,Tunisia,Engineer,middle,2021-04-07
b5a92e71-00d6-428e-8be5-8f5516deab1f,Kyle,Ross,1996-02-17,Male,vcastillo@example.com,550-294-3793,"385 David Stream, Port Stephanieton, AR 01206",East Paulton,Bosnia and Herzegovina,Teacher,high,2023-05-29
b7d71f66-4edc-4089-af6c-a740abfec9c6,Jason,Simon,1957-03-25,Other,vcraig@example.net,001-336-618-4968x734,"74255 Delacruz Valleys, Allenview, PR 88987",Mendozastad,Guatemala,Doctor,high,2020-10-10
1d599fd2-fb5a-4113-8330-0b44ffee2c84,Gabrielle,Horne,2000-07-02,Female,coxerin@example.net,6616999812,"PSC 3905, Box 5975, APO AE 25966",New Alextown,Niue,Lawyer,high,2023-04-24
ec66fd20-59e5-45e2-b33d-e723515eda9f,William,Zimmerman,2001-02-11,Other,adamsstacy@example.org,432-772-7850x7376,"995 Cochran Plaza, West Cindyborough, UT 40906",Amberberg,French Guiana,Engineer,low,2023-07-31
dcd6bbcf-98a6-4667-be48-a30b77809269,Frank,Wright,1969-09-22,Other,todd71@example.org,(874)603-4910x0294,"USCGC Brown, FPO AA 21502",Bridgeston,Honduras,Doctor,high,2021-08-24
41337c52-79b3-45aa-a5f5-47e7c8896899,Amanda,Richardson,1989-05-09,Male,bbyrd@example.net,+1-432-272-8129,"0668 Brooks Trace, Cookmouth, MN 06845",Port Meganmouth,Netherlands Antilles,Lawyer,middle,2023-05-08
4771227c-1426-441c-b454-8b6c2c7eba0d,Gary,Henry,1944-01-14,Male,regina62@example.org,(898)910-9962x68470,"19702 Christopher Trace, Glenntown, AK 89911",New Francestown,Ukraine,Lawyer,high,2024-05-28
82d3e174-1076-40a4-9f01-650e170ce0c4,Patrick,Cruz,1959-12-21,Other,joseph49@example.org,9583618486,"2667 James Road Suite 028, Lake Ashleyhaven, VT 89088",Millerfurt,San Marino,Doctor,low,2020-07-31
d4727bd1-713a-4db3-bc8d-475c754d6113,Carolyn,Harrington,1947-07-27,Female,smithallison@example.com,001-660-954-2511x183,"610 Miles Dale Apt. 272, East Steven, ME 94527",New Kevin,Iran,Artist,middle,2020-04-01
de5015e3-38a1-4c4a-9672-76ebbda2c8c0,Maria,Martinez,2000-11-25,Other,jamesnelson@example.org,709-554-4056x61461,"65675 Rowe Stream, East Curtiston, VI 54909",Michelleview,Somalia,Doctor,middle,2023-12-10
a99deef8-e537-4f27-95d4-75a172f665d3,Timothy,Moreno,1969-10-05,Other,vmcintosh@example.org,381-747-3006,"51093 Phillip Corner Apt. 660, New Kylefort, IN 04646",Port Kirk,South Africa,Teacher,middle,2020-06-23
0adc77d0-967c-4150-9290-75bb55cc4b76,Benjamin,Wilson,2004-10-27,Male,scottcastaneda@example.com,001-244-497-2771x3462,"74028 Samantha Road, Darlenemouth, MP 75373",New Brittany,Iceland,Doctor,middle,2022-11-12
dad16236-9a37-4089-a074-0bbc965e992d,Chelsea,Lawson,1980-06-24,Male,derekbrooks@example.org,2346204994,"Unit 9634 Box 2860, DPO AA 76690",Port Rachel,Saint Barthelemy,Artist,middle,2024-04-07
cd4376ee-778d-45d8-8d54-dee3d3a0e1cf,Sheena,Neal,1948-03-12,Other,frandolph@example.com,(554)628-7112x67941,"16290 Jacob Vista Apt. 570, Port Matthew, OR 22588",New Peggyport,Myanmar,Teacher,middle,2022-05-09
6cf62e20-e5d0-4ed3-bfee-96603a84a7a7,Ashley,Jordan,1985-01-29,Other,jacksonmatthew@example.org,950-549-4787x05358,"5737 Rebecca Courts Apt. 394, Laneburgh, ME 74906",Bensonside,Antigua and Barbuda,Teacher,middle,2020-09-23
e34df21a-181a-40a8-96f8-fef53091faa0,Kenneth,Goodman,1977-06-29,Other,dawnwebster@example.net,2603100422,"11581 Jennifer Extensions, Kingbury, WA 35378",Millerburgh,Equatorial Guinea,Teacher,middle,2023-10-26
abe8d0a5-16b2-41cc-92a3-973b0d1758bb,Jon,Boyer,1995-01-01,Other,michael47@example.net,8712966302,"1638 Gardner Lights, Monroeville, SD 91629",Markside,Canada,Doctor,middle,2022-06-16
aae84329-da79-404d-a2fc-e19e05cd1a35,Janice,Ward,1994-08-05,Male,lauren28@example.net,332-718-3128,"68478 Stafford Station, Lake Christian, IN 05942",Riverastad,Russian Federation,Doctor,high,2020-12-17
48483416-ac50-4b76-82af-ffafffe45093,Amy,Lee,2005-03-23,Other,ericahicks@example.net,(602)832-6484,"6487 Amanda Ferry, South Tommymouth, VA 13655",Morganburgh,United Kingdom,Lawyer,middle,2021-09-20
1a7a1912-eace-4565-b794-1d9fe1c19a4f,Cindy,Jennings,1993-07-28,Other,iwebster@example.com,965-644-4011,"PSC 3263, Box 5821, APO AP 95511",Robertview,Portugal,Engineer,high,2023-03-05
8a1fa86e-90f2-4a5a-8996-ff849ea71667,Shannon,Nelson,1960-04-20,Female,jacob28@example.org,793-501-7340x264,"405 Anthony Fork, New Michellemouth, DC 96420",East Walter,Tonga,Artist,high,2023-08-08
1f254670-b2e5-49cf-9d1a-335ad166fffb,Barry,Hall,2004-01-25,Male,wbaker@example.org,(898)536-5177x28231,"81974 Barbara Burgs, South Deniseburgh, MH 50613",East Lindsay,Rwanda,Engineer,low,2022-01-14
e6781e29-a308-451e-a7ee-fcf7cbd9c9f5,Charles,Farmer,1984-08-14,Male,matthew83@example.org,+1-884-259-6020x631,"92522 Holly Groves Apt. 356, Petermouth, MA 94059",Craigland,Andorra,Doctor,middle,2023-04-01
e28f7f7b-9028-4a1e-86f9-23bf18d9e139,Leslie,Wade,1991-06-23,Other,bridgesbradley@example.org,873-648-1885x04689,"746 Meredith View, Dustintown, VA 38159",Karlmouth,British Virgin Islands,Teacher,high,2020-02-02
018ee93e-3268-40ae-ae2d-fc605e2f026f,Amanda,Montoya,1970-01-26,Other,joshua15@example.com,(759)635-7396,"8805 Salazar Stravenue, Andrewberg, NE 22342",New Melissa,Trinidad and Tobago,Doctor,middle,2020-09-03
80ff26b3-ae0c-429c-ae60-0054c3b8f6c1,Mary,Bowers,1975-02-25,Male,bjennings@example.net,624.698.3603,"424 Donald Circles, Phillipsport, TN 06961",North Jacquelineside,Lao People's Democratic Republic,Artist,low,2024-08-04
